year,grid_id,central_lat,central_lon,total_flood_event,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,event_summary
2012,8_126,8,126,1,,Agusan Del Sur,Agusan del Sur,0.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,15_120,15,120,1,85365.0,Bataan,Bataan,2.0,85365.0,"In 2012: 1 events (1 floods), total damages: 85365.0 ('000 US$)"
2012,-9_-70,-9,-70,1,,Acre,Acre state,35.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,-2_-71,-2,-71,1,73173.0,Amazonas,Amazonas,60.0,73173.0,"In 2012: 1 events (1 floods), total damages: 73173.0 ('000 US$)"
2012,-1_100,-1,100,1,,Sumatera Barat,Kuranji,0.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,36_53,36,53,1,,Mazandaran,Babol,3.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,14_35,14,35,1,,Al Qadarif,Gadaref,11.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,22_92,22,92,1,,Chittagong,Bandarban,8.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,7_32,7,32,2,,Jungoli,"Jonglei, Jonglei's capital",27.0,,"In 2012: 2 events (2 floods), total damages: N/A ('000 US$)"
2012,35_109,35,109,2,436679.0,Shaanxi,"Shaanxi, Shaanxi province",6.0,218339.5,"In 2012: 2 events (2 floods), total damages: 436679.0 ('000 US$)"
2012,-12_44,-12,44,1,5901.0,Mwali,Moheli,8.0,5901.0,"In 2012: 1 events (1 floods), total damages: 5901.0 ('000 US$)"
2012,27_74,27,74,2,,Rajasthan,Rajasthan state,2.0,,"In 2012: 2 events (2 floods), total damages: N/A ('000 US$)"
2012,33_131,33,131,1,1652298.0,Kumamoto,Kemamoto,1.0,1652298.0,"In 2012: 1 events (1 floods), total damages: 1652298.0 ('000 US$)"
2012,54_-1,54,-1,1,95597.0,England,Gilling west,4.0,95597.0,"In 2012: 1 events (1 floods), total damages: 95597.0 ('000 US$)"
2012,33_44,33,44,1,,Baghdad,Bagdad,1.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,7_13,7,13,1,,Adamaoua,Adamawa,0.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,28_95,28,95,1,115661.0,Arunachal Pradesh,Arunachal Pradesh,4.0,115661.0,"In 2012: 1 events (1 floods), total damages: 115661.0 ('000 US$)"
2012,-2_29,-2,29,1,,Iburengerazuba,Rubavu,9.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,50_44,50,44,1,20064.0,Volgograd,Volgorad,5.0,20064.0,"In 2012: 1 events (1 floods), total damages: 20064.0 ('000 US$)"
2012,20_-71,20,-71,1,,Puerto Plata,Puerto Plata,18.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,-18_15,-18,15,1,,Omusati,Omusati region,0.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,-18_178,-18,178,2,105039.0,Western,"Lautoka, Western",8.0,52519.5,"In 2012: 2 events (2 floods), total damages: 105039.0 ('000 US$)"
2012,40_71,40,71,1,,Batken,Batken,6.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,16_98,16,98,1,,Kayin,Hpa-an,45.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,20_-72,20,-72,1,,Nord,North,18.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,0_10,0,10,1,,Estuaire, Baie des Cochons ,,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,28_84,28,84,1,1180.0,West,Kaski district,2.0,1180.0,"In 2012: 1 events (1 floods), total damages: 1180.0 ('000 US$)"
2012,44_114,44,114,1,944170.0,Nei Mongol,Inner Mongolia,6.0,944170.0,"In 2012: 1 events (1 floods), total damages: 944170.0 ('000 US$)"
2012,15_100,15,100,1,,Ang Thong,Ang Thong,46.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,-33_26,-33,26,1,236043.0,Eastern Cape,Makana,5.0,236043.0,"In 2012: 1 events (1 floods), total damages: 236043.0 ('000 US$)"
2012,0_128,0,128,1,,Maluku Utara,North Maluku,0.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,28_69,28,69,1,2950532.0,Sind, Kashmore,,2950532.0,"In 2012: 1 events (1 floods), total damages: 2950532.0 ('000 US$)"
2012,15_-17,15,-17,1,11802.0,Dakar,Dakar,16.0,11802.0,"In 2012: 1 events (1 floods), total damages: 11802.0 ('000 US$)"
2012,37_4,37,4,1,,Boumerdes,Boumerdes,11.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,-11_162,-11,162,1,,Makira Ulawa,Makira/Ulawa province,123.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,-3_35,-3,35,1,,Arusha,Ngorongoro district,6.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2012,8_125,8,125,1,1180.0,Bukidnon,Northern Mindanao,1.0,1180.0,"In 2012: 1 events (1 floods), total damages: 1180.0 ('000 US$)"
2012,5_45,5,45,1,,Hiiraan,Beletweyne,1.0,,"In 2012: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,54_127,54,127,1,1163174.0,Amur,Zeya district,6.0,1163174.0,"In 2013: 1 events (1 floods), total damages: 1163174.0 ('000 US$)"
2013,27_91,27,91,1,,Assam,Chirang,22.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,22_104,22,104,1,7561.0,Lao Cai,Lao Cai,2.0,7561.0,"In 2013: 1 events (1 floods), total damages: 7561.0 ('000 US$)"
2013,8_44,8,44,1,2559.0,Somali,Degehabur,20.0,2559.0,"In 2013: 1 events (1 floods), total damages: 2559.0 ('000 US$)"
2013,-10_160,-10,160,1,2326.0,Guadalcanal,Guadalcanal region,4.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,27_87,27,87,1,,East,Morang,52.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,46_31,46,31,1,24427.0,Odessa,Odesa region,1.0,24427.0,"In 2013: 1 events (1 floods), total damages: 24427.0 ('000 US$)"
2013,4_19,4,19,1,,Bangui,Banguy,1.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,19_11,19,11,1,75285.0,Agadez,Agadez,31.0,75285.0,"In 2013: 1 events (1 floods), total damages: 75285.0 ('000 US$)"
2013,27_107,27,107,2,960782.0,Guizhou,Guizhou,10.0,480391.0,"In 2013: 2 events (2 floods), total damages: 960782.0 ('000 US$)"
2013,30_-96,30,-96,1,,Texas,Austin,10.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,4_44,4,44,1,,Bakool,Bakool,15.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,49_9,49,9,1,1163174.0,Baden-Wurttemberg,Baden-Wurttemberg,1.0,1163174.0,"In 2013: 1 events (1 floods), total damages: 1163174.0 ('000 US$)"
2013,25_-77,25,-77,1,52343.0,New Providence,New Providence region,0.0,52343.0,"In 2013: 1 events (1 floods), total damages: 52343.0 ('000 US$)"
2013,29_-99,29,-99,1,2326.0,Texas,San Antonio,3.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,-14_-65,-14,-65,1,,El Beni, Beni,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,48_17,48,17,1,1163174.0,Bratislavsky,Bratislava,1.0,1163174.0,"In 2013: 1 events (1 floods), total damages: 1163174.0 ('000 US$)"
2013,1_36,1,36,3,41874.0,Baringo,"Baringo, Marigat, Rift Valley",19.0,13958.0,"In 2013: 3 events (3 floods), total damages: 41874.0 ('000 US$)"
2013,-15_27,-15,27,1,,Central,Nagoma,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,22_103,22,103,1,,Lai Chau, Lai Chau,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,23_46,23,46,1,,Ar Riyad,Ryad,3.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,1_123,1,123,1,,Gorontalo,Bone Bolango district,0.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,8_100,8,100,1,,Nakhon Si Thammarat,Nakhon Si Thammarat,18.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,51_-114,51,-114,1,6630093.0,Alberta,Calgary,7.0,6630093.0,"In 2013: 1 events (1 floods), total damages: 6630093.0 ('000 US$)"
2013,8_125,8,125,2,45131.0,Bukidnon,"Northen MIndanao, Northern Mindanao",8.0,22565.5,"In 2013: 2 events (2 floods), total damages: 45131.0 ('000 US$)"
2013,23_113,23,113,1,517613.0,Guangdong,Guangdong province,4.0,517613.0,"In 2013: 1 events (1 floods), total damages: 517613.0 ('000 US$)"
2013,26_86,26,86,1,1279492.0,Bihar,Bihar,15.0,1279492.0,"In 2013: 1 events (1 floods), total damages: 1279492.0 ('000 US$)"
2013,28_81,28,81,1,2326.0,Uttar Pradesh,Bahraich,1.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,-4_120,-4,120,1,,Sulawesi Selatan,South Sulawesi,7.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,47_5,47,5,1,,Bourgogne-Franche-Comte,Cote Or,1.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-2_-79,-2,-79,1,,Chimborazo, Chimborazo,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,28_66,28,66,1,1744761.0,Baluchistan,Balochistan,14.0,1744761.0,"In 2013: 1 events (1 floods), total damages: 1744761.0 ('000 US$)"
2013,-4_128,-4,128,1,,Maluku,Ambon,2.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,23_77,23,77,1,,Madhya Pradesh,Hopal,5.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,29_81,29,81,1,,Far-Western,Achham,54.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-12_-41,-12,-41,1,2326.0,Bahia,Lajedinho,3.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,23_-82,23,-82,1,,La Habana,Havana,7.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,2_125,2,125,1,2326.0,Sulawesi Utara,Manado,7.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,-16_-72,-16,-72,1,,Arequipa,Arequipa,50.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,47_19,47,19,1,1163174.0,Budapest,Budapest,1.0,1163174.0,"In 2013: 1 events (1 floods), total damages: 1163174.0 ('000 US$)"
2013,19_43,19,43,1,,'Asir,'Asir,0.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,19_110,19,110,1,476901.0,Hainan,Hainan,2.0,476901.0,"In 2013: 1 events (1 floods), total damages: 476901.0 ('000 US$)"
2013,-35_-58,-35,-58,1,1512127.0,Buenos Aires,La Plata,6.0,1512127.0,"In 2013: 1 events (1 floods), total damages: 1512127.0 ('000 US$)"
2013,47_13,47,13,1,1163174.0,Salzburg,Salzbourg,1.0,1163174.0,"In 2013: 1 events (1 floods), total damages: 1163174.0 ('000 US$)"
2013,8_29,8,29,2,,Warap," Warrap, Warrap",0.0,,"In 2013: 2 events (2 floods), total damages: N/A ('000 US$)"
2013,4_98,4,98,1,,Sumatera Utara,Batang Serangan,7.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,51_-4,51,-4,1,1744761.0,England,Devonshire,,1744761.0,"In 2013: 1 events (1 floods), total damages: 1744761.0 ('000 US$)"
2013,49_14,49,14,1,1163174.0,Jihocesky,South Bohemia,1.0,1163174.0,"In 2013: 1 events (1 floods), total damages: 1163174.0 ('000 US$)"
2013,18_-15,18,-15,1,2326.0,Trarza,Ouad Naga,51.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,15_108,15,108,1,70954.0,Kon Tum,Kon Tum,2.0,70954.0,"In 2013: 1 events (1 floods), total damages: 70954.0 ('000 US$)"
2013,34_68,34,68,1,,Wardak,Chak,4.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,34_132,34,132,1,2326.0,Yamaguchi,Yamaguchi,0.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,34_114,34,114,1,5769344.0,Henan,Jili,24.0,5769344.0,"In 2013: 1 events (1 floods), total damages: 5769344.0 ('000 US$)"
2013,14_35,14,35,1,8142.0,Al Qadarif,Gedarif,20.0,8142.0,"In 2013: 1 events (1 floods), total damages: 8142.0 ('000 US$)"
2013,41_9,41,9,1,907276.0,Sardegna,Arzachena,1.0,907276.0,"In 2013: 1 events (1 floods), total damages: 907276.0 ('000 US$)"
2013,44_114,44,114,1,531571.0,Nei Mongol,Inner Mongolia,3.0,531571.0,"In 2013: 1 events (1 floods), total damages: 531571.0 ('000 US$)"
2013,16_13,16,13,1,,Diffa,Diffa,35.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,36_69,36,69,1,,Baghlan,Baghlan,4.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,44_126,44,126,1,1628444.0,Jilin,Jilin,4.0,1628444.0,"In 2013: 1 events (1 floods), total damages: 1628444.0 ('000 US$)"
2013,16_80,16,80,1,302425.0,Andhra Pradesh,Andhra Pradesh,5.0,302425.0,"In 2013: 1 events (1 floods), total damages: 302425.0 ('000 US$)"
2013,14_121,14,121,1,2547352.0,Cavite,Bacoor,8.0,2547352.0,"In 2013: 1 events (1 floods), total damages: 2547352.0 ('000 US$)"
2013,14_108,14,108,1,83749.0,Gia Lai,Gia Lai,6.0,83749.0,"In 2013: 1 events (1 floods), total damages: 83749.0 ('000 US$)"
2013,-25_-55,-25,-55,1,,Alto Parana,Alta Parana,28.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-7_112,-7,112,1,2326.0,Jawa Timur,Bojonegoro,1.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,42_42,42,42,2,,Ajaria,"Ajara, Guria region",5.5,,"In 2013: 2 events (2 floods), total damages: N/A ('000 US$)"
2013,14_103,14,103,1,581587.0,Banteay Meanchey,Banteay Meanchey,20.0,581587.0,"In 2013: 1 events (1 floods), total damages: 581587.0 ('000 US$)"
2013,-17_35,-17,35,1,34895.0,Nsanje, Nsanje,,34895.0,"In 2013: 1 events (1 floods), total damages: 34895.0 ('000 US$)"
2013,5_-76,5,-76,1,2326.0,Choco,Bagado,77.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,-7_110,-7,110,1,,Jawa Tengah,Jawa Tengah,4.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,14_-84,14,-84,1,,Atlantico Norte,RAAN,60.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,14_-61,14,-61,1,119.0,Anse-la-Raye,Anse-La Raye,2.0,119.0,"In 2013: 1 events (1 floods), total damages: 119.0 ('000 US$)"
2013,5_102,5,102,1,2326.0,Kelantan,Kelantan,7.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,-1_36,-1,36,1,,Narok, Narok counties,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,14_46,14,46,1,,Abyan,Abyan,1.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-22_-43,-22,-43,1,,Rio De Janeiro,Rio de Janeiro,0.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-9_147,-9,147,1,,National Capital District, National Capital District provinces,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-23_-43,-23,-43,2,4071.0,Rio De Janeiro,Xerem,10.0,2035.5,"In 2013: 2 events (2 floods), total damages: 4071.0 ('000 US$)"
2013,35_69,35,69,1,,Kabul,Kabul,6.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,42_22,42,22,2,,Kocani,"Bujanovac, Kochani",8.0,,"In 2013: 2 events (2 floods), total damages: N/A ('000 US$)"
2013,15_107,15,107,1,70954.0,Attapu,Attepeu,2.0,70954.0,"In 2013: 1 events (1 floods), total damages: 70954.0 ('000 US$)"
2013,-9_13,-9,13,1,,Luanda,Luanda,1.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,19_102,19,102,1,69790.0,Xaignabouri, Xayabouly districts ,,69790.0,"In 2013: 1 events (1 floods), total damages: 69790.0 ('000 US$)"
2013,36_-81,36,-81,1,29079.0,North Carolina,Catwaba,1.0,29079.0,"In 2013: 1 events (1 floods), total damages: 29079.0 ('000 US$)"
2013,36_-94,36,-94,1,,Iowa,Carroll,9.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-9_125,-9,125,1,,Nusa Tenggara Timur,Belu,2.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-18_37,-18,37,1,34895.0,Zambezia, Cidade de Quelimane,,34895.0,"In 2013: 1 events (1 floods), total damages: 34895.0 ('000 US$)"
2013,15_-6,15,-6,1,,Segou,Diabaly cercle,3.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,35_-92,35,-92,1,29079.0,Arkansas,Arkansas,7.0,29079.0,"In 2013: 1 events (1 floods), total damages: 29079.0 ('000 US$)"
2013,-9_-76,-9,-76,1,,Huanuco,Leoncio Prado,3.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,43_21,43,21,1,,Kosovska Mitrovica,Mitrovica,0.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-18_24,-18,24,1,34895.0,Zambezi,Caprivi,,34895.0,"In 2013: 1 events (1 floods), total damages: 34895.0 ('000 US$)"
2013,60_30,60,30,1,,City Of St. Petersburg,Novomikhailovsky,12.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,15_-17,15,-17,1,,Dakar,Dakar,0.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,36_118,36,118,1,664172.0,Shandong,Shandonf,7.0,664172.0,"In 2013: 1 events (1 floods), total damages: 664172.0 ('000 US$)"
2013,0_30,0,30,1,3606.0,Kasese,Kasese,4.0,3606.0,"In 2013: 1 events (1 floods), total damages: 3606.0 ('000 US$)"
2013,34_74,34,74,1,,Azad Kashmir,Azad Jammu And Kashmir,3.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,42_0,42,0,1,,Aragon,Huesca,1.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,17_98,17,98,1,,Kayin,Kayin,13.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,15_100,15,100,1,560650.0,Ang Thong,Ang Thong,14.0,560650.0,"In 2013: 1 events (1 floods), total damages: 560650.0 ('000 US$)"
2013,17_99,17,99,1,,Tak,Mae Sot district,13.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,38_101,38,101,2,1044531.0,Gansu,Gansu,4.5,522265.5,"In 2013: 2 events (2 floods), total damages: 1044531.0 ('000 US$)"
2013,12_3,12,3,1,,Alibori,Karimama,15.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-25_26,-25,26,1,,Gaborone,Tsokootshaa,7.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,3_99,3,99,1,2326.0,Sumatera Utara,Tebing Tinggi,2.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,3_46,3,46,1,,Shabeellaha Dhexe,Jowhar and Balcard districts ,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,45_28,45,28,1,12795.0,Braila,Braila,4.0,12795.0,"In 2013: 1 events (1 floods), total damages: 12795.0 ('000 US$)"
2013,-6_107,-6,107,1,3489523.0,Jakarta Raya,Jakarta,14.0,3489523.0,"In 2013: 1 events (1 floods), total damages: 3489523.0 ('000 US$)"
2013,12_122,12,122,1,2312.0,Aklan,Western,6.0,2312.0,"In 2013: 1 events (1 floods), total damages: 2312.0 ('000 US$)"
2013,-20_-64,-20,-64,1,2908.0,Chuquisaca,Chuquisaca,30.0,2908.0,"In 2013: 1 events (1 floods), total damages: 2908.0 ('000 US$)"
2013,12_120,12,120,1,4653.0,Palawan,Busuanga,4.0,4653.0,"In 2013: 1 events (1 floods), total damages: 4653.0 ('000 US$)"
2013,-21_31,-21,31,1,,Masvingo, Masvingo,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,11_-4,11,-4,1,,Haut-Bassins,Hauts-Bassin,2.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-20_58,-20,58,1,2326.0,Port Louis,Port-Louis,4.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,31_103,31,103,1,5375726.0,Sichuan,Sichuan province,10.0,5375726.0,"In 2013: 1 events (1 floods), total damages: 5375726.0 ('000 US$)"
2013,-20_33,-20,33,1,,Manica, Sussundenga district ,,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,19_-73,19,-73,1,,L'Artibonite,Artibonite,14.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,19_-96,19,-96,1,,Veracruz,Veracruz state,3.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,39_127,39,127,1,,Kangwon-Do,Kangwon-Do,11.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,7_82,7,82,1,,Ampara,Eastern,8.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,13_-61,13,-61,1,119.0,Charlotte,Byera,2.0,119.0,"In 2013: 1 events (1 floods), total damages: 119.0 ('000 US$)"
2013,40_-105,40,-105,1,2210031.0,Colorado,Longmont,7.0,2210031.0,"In 2013: 1 events (1 floods), total damages: 2210031.0 ('000 US$)"
2013,32_45,32,45,1,,Al-Qadisiyah,Diwaniyah,1.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,32_13,32,13,1,,Az Zawiyah,Zawiya,7.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,7_80,7,80,1,2326.0,Colombo,Western,0.0,2326.0,"In 2013: 1 events (1 floods), total damages: 2326.0 ('000 US$)"
2013,37_71,37,71,1,,Badakhshan,Badakhshan,6.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,10_0,10,0,1,,Northern,Esat Manprusi,58.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,13_-8,13,-8,1,,Bamako,Bamako,0.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,-20_-41,-20,-41,1,628114.0,Espirito Santo,Espirito Santo,18.0,628114.0,"In 2013: 1 events (1 floods), total damages: 628114.0 ('000 US$)"
2013,32_35,32,35,1,,West Bank, Jericho,2.0,,"In 2013: 1 events (1 floods), total damages: N/A ('000 US$)"
2013,32_117,32,117,1,322199.0,Anhui,Anhui,3.0,322199.0,"In 2013: 1 events (1 floods), total damages: 322199.0 ('000 US$)"
2014,-13_-72,-13,-72,1,,Cusco,Cusco,19.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,3_126,3,126,1,175125.0,Sulawesi Utara,Kepalauan Sangihe,3.0,175125.0,"In 2014: 1 events (1 floods), total damages: 175125.0 ('000 US$)"
2014,38_70,38,70,1,2289.0,Khatlon,Kulob city,8.0,2289.0,"In 2014: 1 events (1 floods), total damages: 2289.0 ('000 US$)"
2014,-20_31,-20,31,1,22892.0,Masvingo,Chivi,21.0,22892.0,"In 2014: 1 events (1 floods), total damages: 22892.0 ('000 US$)"
2014,-22_-64,-22,-64,1,,Tarija, Tarija departments,,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,7_125,7,125,1,,North Cotabato,Pikit,7.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,7_124,7,124,1,,Maguindanao,Ampatuan,20.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,14_-87,14,-87,1,,Francisco Morazan,Tegucigalpa,2.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,23_113,23,113,1,1259067.0,Guangdong,Guangdong,24.0,1259067.0,"In 2014: 1 events (1 floods), total damages: 1259067.0 ('000 US$)"
2014,11_-75,11,-75,1,,Atlantico,Chambacu,0.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,13_4,13,4,1,2289.0,Dosso, Dosso,,2289.0,"In 2014: 1 events (1 floods), total damages: 2289.0 ('000 US$)"
2014,9_81,9,81,1,,Mullaitivu,Mullaitivu district,35.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,5_45,5,45,1,,Hiiraan,Beledweyne,23.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,39_69,39,69,1,,Tadzhikistan Territories,Vahdat,6.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,42_26,42,26,1,11446.0,Haskovo,Dimitrovgrad,2.0,11446.0,"In 2014: 1 events (1 floods), total damages: 11446.0 ('000 US$)"
2014,42_27,42,27,1,431517.0,Burgas,Burgas,6.0,431517.0,"In 2014: 1 events (1 floods), total damages: 431517.0 ('000 US$)"
2014,-2_29,-2,29,1,17169.0,Sud-Kivu,Kalehe region,3.0,17169.0,"In 2014: 1 events (1 floods), total damages: 17169.0 ('000 US$)"
2014,14_101,14,101,1,11446.0,Phra Nakhon Si Ayutthaya,Ayuttaha,7.0,11446.0,"In 2014: 1 events (1 floods), total damages: 11446.0 ('000 US$)"
2014,6_-77,6,-77,1,9157.0,Choco,Choco,49.0,9157.0,"In 2014: 1 events (1 floods), total damages: 9157.0 ('000 US$)"
2014,36_69,36,69,1,3434.0,Baghlan,Baghlan province,7.0,3434.0,"In 2014: 1 events (1 floods), total damages: 3434.0 ('000 US$)"
2014,51_-3,51,-3,1,714234.0,England,Muchelney ,,714234.0,"In 2014: 1 events (1 floods), total damages: 714234.0 ('000 US$)"
2014,-11_-65,-11,-65,1,228921.0,Rondonia,Guajaramirim,,228921.0,"In 2014: 1 events (1 floods), total damages: 228921.0 ('000 US$)"
2014,50_-86,50,-86,1,147654.0,Ontario,Ontario province,0.0,147654.0,"In 2014: 1 events (1 floods), total damages: 147654.0 ('000 US$)"
2014,-22_-42,-22,-42,1,,Sao Paulo,Itaoca,1.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,26_93,26,93,1,2289.0,Assam,Assam state,2.0,2289.0,"In 2014: 1 events (1 floods), total damages: 2289.0 ('000 US$)"
2014,-12_-71,-12,-71,1,,Madre De Dios,Manu,3.0,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,14_35,14,35,1,,Al Qadarif,Gedaref,,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
2014,22_98,22,98,1,,Shan, Shan,,,"In 2014: 1 events (1 floods), total damages: N/A ('000 US$)"
