grid_id,lat,lon,total_event_count,earliest_event_year,latest_event_year,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,total_deaths,total_affected,reconstruction_costs,predominant_subtype,ofda_response_count,predominant_river_basin,flood_recurrence_interval,event_summary,severity_score
50_21,50,21,1,2006,2006,,Malopolskie,Nowy Sacz,2.0,,0.0,500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
50_24,50,24,1,2003,2003,,L'viv,Lviv region,0.0,,0.0,600.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0
50_37,50,37,1,1995,1995,,Kharkiv,Kharkov,0.0,,0.0,1700000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.0
50_4,50,4,2,2000,2003,,Hauts-de-France,"Aisnes region, Coincy",3.5,,1.0,600.0,,Riverine flood,0,"Meuse, Dender",1.5,"2 events (2 floods) from 2000 to 2003, total damages: 0.0 ('000 US$)",0.016683226248040448
50_43,50,43,1,2010,2010,,Volgograd,Novoannensky,4.0,,0.0,3250.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",0.0
50_44,50,44,2,1991,2012,3999304.0,Volgograd,"Volgograd, Volgorad",2.5,1999652.0,0.0,51871.0,,Riverine flood,0,Mokcha,10.5,"2 events (2 floods) from 1991 to 2012, total damages: 3999304.0 ('000 US$)",0.022072125022555095
50_5,50,5,4,1984,2011,,Wallonie,"Dinant, South Wallonia, Vallée de la Meuse, Wallonie",1.6666666666666667,,0.0,1800.0,,Riverine flood,0,,6.75,"4 events (4 floods) from 1984 to 2011, total damages: 0.0 ('000 US$)",0.05
50_6,50,6,1,2016,2016,2709615.0,Wallonie,Harsin area ,5.0,2709615.0,5.0,24.0,,,0,"Seine, Loing, Yonne",0.0,"1 events (1 floods) from 2016 to 2016, total damages: 2709615.0 ('000 US$)",0.007481518293251651
50_7,50,7,1,2007,2007,457405.0,Rheinland-Pfalz,RhÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©nanie-Palatinat,4.0,457405.0,1.0,101.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 457405.0 ('000 US$)",0.0012646513571287212
50_82,50,82,1,2001,2001,,East Kazakhstan,Ust-Kamenogorsk,0.0,,0.0,3668.0,,,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",0.0
50_99,50,99,1,2009,2009,119.0,Ulaanbaatar,Bayanzurkh,10.0,119.0,26.0,15000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 119.0 ('000 US$)",0.0002873451874644626
51_-114,51,-114,1,2013,2013,6630093.0,Alberta,Calgary,7.0,6630093.0,4.0,100000.0,,Riverine flood,0,"Sheep, Red Deer, Hihwood, Saskatchevan rivers",0.0,"1 events (1 floods) from 2013 to 2013, total damages: 6630093.0 ('000 US$)",0.018215465105603276
51_-2,51,-2,4,1998,2012,6589731.0,England,Bath And North East Somerset,1.5,1647432.75,12.0,340885.0,,Riverine flood,0,Avon,3.5,"4 events (4 floods) from 1998 to 2012, total damages: 6589731.0 ('000 US$)",0.05152649470897262
51_-3,51,-3,1,2014,2014,714234.0,England,Muchelney ,,714234.0,0.0,540.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2014 to 2014, total damages: 714234.0 ('000 US$)",0.0019575115551392196
51_-4,51,-4,2,2000,2013,11028855.0,England,Devonshire,3.0,5514427.5,2.0,1600.0,,Riverine flood,0,,6.5,"2 events (2 floods) from 2000 to 2013, total damages: 11028855.0 ('000 US$)",0.041360332428863826
51_105,51,105,1,2006,2006,,Buryat,Dzhidinsky district,2.0,,0.0,6000.0,,Riverine flood,0,Selenga river,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
51_13,51,13,1,2010,2010,195794.0,Sachsen,Chemnitz,1.0,195794.0,7.0,200.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 195794.0 ('000 US$)",0.0006138835747067472
51_15,51,15,2,2010,2010,391588.0,Dolnoslaskie,"Liberec, Radomierzyce",1.0,195794.0,14.0,400.0,,Flash flood,0,,0.0,"2 events (2 floods) from 2010 to 2010, total damages: 391588.0 ('000 US$)",0.012338891964193563
51_16,51,16,1,2005,2005,,Dolnoslaskie,Lower Silesia,8.0,,1.0,0.0,,Riverine flood,0,Sazava river,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",1.655958137378287e-05
51_26,51,26,1,1993,1993,150061.0,Rivne,Rovno,18.0,150061.0,4.0,300000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 150061.0 ('000 US$)",0.0004554224334744351
51_32,51,32,1,2006,2006,32065.0,Chernihiv,Chernovetskaya oblast,1.0,32065.0,2.0,5000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 32065.0 ('000 US$)",0.00010994736718585234
51_36,51,36,1,2016,2016,,Belgorod,Belgorodskaya Oblast province,0.0,,0.0,300.0,,,0,,0.0,"1 events (1 floods) from 2016 to 2016, total damages: 0.0 ('000 US$)",0.0
51_4,51,4,2,2003,2010,295935.0,Bruxelles,Brussels,5.5,147967.5,3.0,690.0,,Riverine flood,0,"Meuse, Dender",3.5,"2 events (2 floods) from 2003 to 2010, total damages: 295935.0 ('000 US$)",0.011955295624764826
51_44,51,44,1,2012,2012,,Volgograd,Elansky,0.0,,0.0,2406.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2012 to 2012, total damages: 0.0 ('000 US$)",0.0
51_5,51,5,5,1994,2005,16623.0,Wallonie,"Anvers, Brabant Wallon, Brabant wallon, Diest, Jodoigne",0.75,3324.6,3.0,1085.0,,Flash flood,0,,2.2,"5 events (5 floods) from 1994 to 2005, total damages: 16623.0 ('000 US$)",0.04452310912133845
51_51,51,51,1,2011,2011,80711.0,West Kazakhstan,Zelenov,6.0,80711.0,2.0,16000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 80711.0 ('000 US$)",0.00024327310320511577
51_6,51,6,1,1971,1971,,Wallonie,Bassenge,0.0,,0.0,600.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1971 to 1971, total damages: 0.0 ('000 US$)",0.0
51_7,51,7,3,1983,2011,58127.0,Nordrhein-Westfalen,"Bochum, Bonn, Radevormwald",2.3333333333333335,19375.666666666668,0.0,12.0,,Riverine flood,0,,9.333333333333334,"3 events (3 floods) from 1983 to 2011, total damages: 58127.0 ('000 US$)",0.022381519151649338
51_95,51,95,1,2003,2003,,Tuva,Tandinsky,2.0,,0.0,600.0,,Riverine flood,0,"Elegest, Duren",0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0
52_-114,52,-114,1,1986,1986,74165.0,Alberta,Central Alberta,0.0,74165.0,0.0,4500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1986 to 1986, total damages: 74165.0 ('000 US$)",0.00020325281797452152
52_-2,52,-2,1,2007,2007,5227482.0,England,North Gloucs,8.0,5227482.0,6.0,30000.0,,Riverine flood,0,"Waring, Deame, Don, Sheaf, Rother, Lud, Corve, Teme",0.0,"1 events (1 floods) from 2007 to 2007, total damages: 5227482.0 ('000 US$)",0.01439336118346436
52_-4,52,-4,1,2008,2008,62928.0,Wales,Bridgend,2.0,62928.0,8.0,3000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 62928.0 ('000 US$)",0.0002607729596867505
52_0,52,0,3,2001,2012,926467.0,England,"Bedfordshire, Cambridgeshire",4.666666666666667,308822.3333333333,1.0,390.0,,Flash flood,0,"Cam, Colne, Roman, Stour.",3.6666666666666665,"3 events (3 floods) from 2001 to 2012, total damages: 926467.0 ('000 US$)",0.024772447653039792
52_107,52,107,1,1991,1991,43772.0,Buryat,Ulan-Ude,14.0,43772.0,2.0,2000.0,,Riverine flood,0,"Barguzin, Garga",0.0,"1 events (1 floods) from 1991 to 1991, total damages: 43772.0 ('000 US$)",0.00014203313768245058
52_11,52,11,1,2017,2017,,Niedersachsen, Bad Harzburg,3.0,,0.0,600.0,,Riverine flood,0,Gose and Abzucht rivers,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0
52_113,52,113,1,1990,1990,122981.0,Zabaykal'ye,Chita,2.0,122981.0,5.0,3000.0,,Riverine flood,0,Ingoda and Chitinka Rivers,0.0,"1 events (1 floods) from 1990 to 1990, total damages: 122981.0 ('000 US$)",0.000392243083317609
52_13,52,13,1,2006,2006,,Brandenburg,Brandenburg,20.0,,0.0,516.0,,Riverine flood,0,"Thaya, Danube, Inn, Traun, Enns, March",0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
52_14,52,14,1,1997,1997,295419.0,Brandenburg,Frankfurt-and-der-Oder,14.0,295419.0,3.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 295419.0 ('000 US$)",0.0008427702950173244
52_25,52,25,1,1999,1999,7125.0,Brest,Brest,34.0,7125.0,2.0,2000.0,,Riverine flood,0,"Pripyat, Dnieper, Berezina, Sozh, Nieman, Zapadnaya Dvina",0.0,"1 events (1 floods) from 1999 to 1999, total damages: 7125.0 ('000 US$)",4.1593466426891095e-05
52_27,52,27,1,1993,1993,187576.0,Brest,Luninets,18.0,187576.0,0.0,40000.0,,Riverine flood,0,Prypyat River,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 187576.0 ('000 US$)",0.000514082177997559
52_28,52,28,1,1996,1996,,Homyel', Zitkovichy,,,0.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1996 to 1996, total damages: 0.0 ('000 US$)",0.0
52_6,52,6,1,1993,1993,99415.0,Gelderland,Gelderland,10.0,99415.0,1.0,13000.0,,Flash flood,0,Muese,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 99415.0 ('000 US$)",0.00028349606712468997
52_70,52,70,1,2015,2015,6059.0,Aqmola,Akmola,4.0,6059.0,2.0,12670.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 6059.0 ('000 US$)",3.8671844205196915e-05
53_-103,53,-103,1,2006,2006,,Saskatchewan,Porcupine Plain,8.0,,0.0,1000.0,,Riverine flood,0,"Carrot, Red Deer, Shand Creek, Saskatchewan",0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
53_-2,53,-2,1,2007,2007,585478.0,England,Derbyshire,6.0,585478.0,1.0,200.0,,Riverine flood,0,"Ouse, Tame, Dearne",0.0,"1 events (1 floods) from 2007 to 2007, total damages: 585478.0 ('000 US$)",0.0016156653560021152
53_-6,53,-6,3,1993,2011,462785.0,Dublin,"Dublin, Mulhuddart",3.6666666666666665,154261.66666666666,5.0,4400.0,,Riverine flood,0,Tolka,6.0,"3 events (3 floods) from 1993 to 2011, total damages: 462785.0 ('000 US$)",0.023545777610812405
53_-61,53,-61,1,2003,2003,,Newfoundland And Labrador,Terre Neuve,6.0,,0.0,1100.0,,Riverine flood,0,"Exploits, Red Indian, Badger",0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0
53_-7,53,-7,2,2009,2017,611313.0,Carlow,"Carlow, Mountmellick ",3.5,305656.5,3.0,3970.0,,Riverine flood,0,"Conder, Eden",4.0,"2 events (2 floods) from 2009 to 2017, total damages: 611313.0 ('000 US$)",0.012819662766447252
53_-72,53,-72,5,1974,1996,1418231.0,Quebec,"Quebec, Quebec province, Saguenay-Lac",1.0,283646.2,10.0,12200.0,,Coastal flood,1,Saguenay lake,4.4,"5 events (5 floods) from 1974 to 1996, total damages: 1418231.0 ('000 US$)",0.04844182157572723
53_20,53,20,1,1982,1982,148823.0,Mazowieckie,Plock,,148823.0,0.0,16824.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1982 to 1982, total damages: 148823.0 ('000 US$)",0.0004078705213771891
53_59,53,59,1,1998,1998,,Bashkortostan,Sibaj,0.0,,0.0,20000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1998 to 1998, total damages: 0.0 ('000 US$)",0.0
53_63,53,63,1,2000,2000,2360.0,Qostanay, Taranovsky,,2360.0,0.0,2500.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 2360.0 ('000 US$)",6.454428078883471e-06
53_7,53,7,1,1992,1992,53299.0,Groningen,Groningen,0.0,53299.0,0.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1992 to 1992, total damages: 53299.0 ('000 US$)",0.00014606466668195997
53_83,53,83,3,1992,2000,92887.0,Altay," Altai Republic , Altajskij Kraj , Sibria",0.0,30962.333333333332,0.0,2400.0,,Riverine flood,0,,2.6666666666666665,"3 events (3 floods) from 1992 to 2000, total damages: 92887.0 ('000 US$)",0.022476787058240418
53_85,53,85,1,2006,2006,9962.0,Altay, Biisk,20.0,9962.0,0.0,420.0,,Riverine flood,0,"Marutska, Biya, Katun, Kurya, Ob, Lebed",0.0,"1 events (1 floods) from 2006 to 2006, total damages: 9962.0 ('000 US$)",2.7289486361546803e-05
54_-1,54,-1,3,1999,2012,148758.0,England,"Filey cities, Gilling west, Old Malton",4.0,49586.0,3.0,2080.0,,Riverine flood,0,River Derwent,4.333333333333333,"3 events (3 floods) from 1999 to 2012, total damages: 148758.0 ('000 US$)",0.02266303375865053
54_-106,54,-106,1,2011,2011,963708.0,Saskatchewan,Saskatchevan,57.0,963708.0,5.0,2000.0,,Riverine flood,0,"Rouge, Roseau rivers",0.0,"1 events (1 floods) from 2011 to 2011, total damages: 963708.0 ('000 US$)",0.0026964519816086766
54_-3,54,-3,2,2015,2017,1371900.0,England," Lancashire, Lancaster",2.0,685950.0,0.0,48070.0,,Riverine flood,0,"Calder, Ribble, Nidd, Irwell, Ouse, Foss, Aire rivers",1.0,"2 events (2 floods) from 2015 to 2017, total damages: 1371900.0 ('000 US$)",0.014871110095943312
54_110,54,110,1,2001,2001,50501.0,Buryat,Buryata,6.0,50501.0,11.0,300000.0,,Coastal flood,0,"Tunka, Oka, Slyudyanka. Upper reaches of Ob, Lena and Yenisei Rivers. Selenga and Uda Rivers",0.0,"1 events (1 floods) from 2001 to 2001, total damages: 50501.0 ('000 US$)",0.00025983302360786827
54_127,54,127,1,2013,2013,1163174.0,Amur,Zeya district,6.0,1163174.0,0.0,34135.0,,Riverine flood,0,"Amur, Zeya rivers",0.0,"1 events (1 floods) from 2013 to 2013, total damages: 1163174.0 ('000 US$)",0.0031879365834763516
54_19,54,19,1,2001,2001,1071228.0,Pomorskie,Gdansk,14.0,1071228.0,27.0,15000.0,,Flash flood,1,"Biala, Oder, Vistula, Paleczka, Czarna, San.",0.0,"1 events (1 floods) from 2001 to 2001, total damages: 1071228.0 ('000 US$)",0.003234009539015051
54_30,54,30,1,2018,2018,,Mahilyow, Mogilev,31.0,,0.0,50000.0,,,0,"Western Dvina, Neman and Pripyat rivers",0.0,"1 events (1 floods) from 2018 to 2018, total damages: 0.0 ('000 US$)",0.0
54_57,54,57,4,1990,2001,649505.0,Bashkortostan,"Bachkiria, Bashkiria, Bashkortosan",6.0,162376.25,45.0,81509.0,,Riverine flood,1,Belaya,2.75,"4 events (4 floods) from 1990 to 2001, total damages: 649505.0 ('000 US$)",0.035610227372098756
54_60,54,60,2,2000,2004,2578.0,Chelyabinsk,"Cheliabinsk, Chelyabinsk",5.0,1289.0,1.0,24220.0,,Riverine flood,0,Dnepr,2.0,"2 events (2 floods) from 2000 to 2004, total damages: 2578.0 ('000 US$)",0.011129202740072387
55_-1,55,-1,1,2001,2001,,England,Hartlepool,0.0,,0.0,150.0,,,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",0.0
55_-114,55,-114,1,1988,1988,34370.0,Alberta,Lesser Slave Lake,,34370.0,2.0,0.0,,,0,,0.0,"1 events (1 floods) from 1988 to 1988, total damages: 34370.0 ('000 US$)",0.00011626475857516293
55_-115,55,-115,3,1995,2005,912603.0,Alberta,Alberta,9.0,304201.0,4.0,10600.0,,Flash flood,0,"Elbow, High, Bow, Highwood, Sheep, Oldman, Willow Creek, Red Deer, Fish Creek, Priddis Creek",3.3333333333333335,"3 events (3 floods) from 1995 to 2005, total damages: 912603.0 ('000 US$)",0.024767569282502584
55_-125,55,-125,2,2007,2018,,British Columbia,British Columbia,4.5,,0.0,4500.0,,Riverine flood,0,"Skeena, Bulkley, Nass, Telkwa, Fraser",5.5,"2 events (2 floods) from 2007 to 2018, total damages: 0.0 ('000 US$)",0.016666666666666666
55_-3,55,-3,2,2002,2009,611313.0,England,"Cumbria, Kendal",1.5,305656.5,4.0,4100.0,,Riverine flood,0,,3.5,"2 events (2 floods) from 2002 to 2009, total damages: 611313.0 ('000 US$)",0.012830702487363108
55_-97,55,-97,4,1974,2004,353196.0,Manitoba,"Manitoba, Manitoba Province",13.5,88299.0,4.0,30000.0,,Riverine flood,0,Red river,7.5,"4 events (4 floods) from 1974 to 2004, total damages: 353196.0 ('000 US$)",0.03434549472553558
55_137,55,137,3,1983,2000,289067.0,Khabarovsk,"Khabarovosk, Khabarovsk, Southern Khavarovsk",10.333333333333334,96355.66666666667,6.0,39000.0,,Flash flood,0,,5.666666666666667,"3 events (3 floods) from 1983 to 2000, total damages: 289067.0 ('000 US$)",0.023080702538943766
55_21,55,21,1,1983,1983,,Kaliningrad,Kaliningrad,0.0,,0.0,0.0,,,0,,0.0,"1 events (1 floods) from 1983 to 1983, total damages: 0.0 ('000 US$)",0.0
55_25,55,25,1,2005,2005,,Vilniaus,Vilnius,2.0,,0.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",0.0
55_80,55,80,1,2005,2005,,Novosibirsk,Siberia,,,3.0,222.0,,Riverine flood,0,"Biripusa, Katcha rivers",0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",4.967874412134861e-05
55_87,55,87,1,2004,2004,71729.0,Kemerovo,Kemerovo region,34.0,71729.0,18.0,4800.0,,Riverine flood,0,"Kondoma, Malyshev Log, Tom, Maima, Udalushka, Isha, Biya, Chumysh, Abakan",0.0,"1 events (1 floods) from 2004 to 2004, total damages: 71729.0 ('000 US$)",0.0003952913669439244
56_-122,56,-122,1,2016,2016,,British Columbia,Chetwynd,7.0,,0.0,300.0,,,0,,0.0,"1 events (1 floods) from 2016 to 2016, total damages: 0.0 ('000 US$)",0.0
56_-4,56,-4,1,1994,1994,266902.0,Scotland,Glasgow,5.0,266902.0,4.0,700.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1994 to 1994, total damages: 266902.0 ('000 US$)",0.0007756525104021733
56_21,56,21,1,2010,2010,195794.0,Klaipedos,Klaipeda,1.0,195794.0,7.0,200.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 195794.0 ('000 US$)",0.0006138835747067472
56_38,56,38,1,2000,2000,,Moscow City,Moscou,,,0.0,0.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
56_71,56,71,1,2017,2017,,Tyumen', Abatsky,13.0,,0.0,15721.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0
57_-2,57,-2,2,2000,2002,,Scotland,"Aberdeen City, Aberdeen city",5.5,,0.0,500.0,,Riverine flood,0,"Lossie, Mosset Burn, Divvie, Spey, South Esk, Dee, Isla, Rivers: Exe, Stennac, Middle and Lower River Stour",1.0,"2 events (2 floods) from 2000 to 2002, total damages: 0.0 ('000 US$)",0.016666666666666666
57_-3,57,-3,2,1997,2012,2089857.0,Scotland,"Moray, Peterhead",14.0,1044928.5,5.0,1700.0,,Riverine flood,0,"Thames, Ouse, Derwent, Cree, Ruchill",7.5,"2 events (2 floods) from 1997 to 2012, total damages: 2089857.0 ('000 US$)",0.016894037711236366
57_-4,57,-4,2,1993,1997,322619.0,Scotland,"Perth And Kinross, Scotland",0.0,161309.5,0.0,600.0,,,0,,2.0,"2 events (2 floods) from 1993 to 1997, total damages: 322619.0 ('000 US$)",0.011995310202508524
57_106,57,106,1,1996,1996,273647.0,Kaliningrad,Irkoutsk region,4.0,273647.0,0.0,220000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1996 to 1996, total damages: 273647.0 ('000 US$)",0.0007499798761621361
58_8,58,8,1,2001,2001,,Vest-Agder,Kristiansand region,0.0,,0.0,1500.0,,,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",0.0
59_62,59,62,1,2016,2016,2258.0,Sverdlovsk, Sverdlovskaya Oblast provinces,6.0,2258.0,0.0,3200.0,,,0,,0.0,"1 events (1 floods) from 2016 to 2016, total damages: 2258.0 ('000 US$)",6.17487323215476e-06
5_-4,5,-4,8,1996,2018,,Abidjan," AdjamŽ AttŽcoubŽ,  Pont-BrimŽ village, Abidjan, Attecoube",8.0,,139.0,25675.0,,Riverine flood,0,,2.75,"8 events (8 floods) from 1996 to 2018, total damages: 0.0 ('000 US$)",0.11896844847762249
5_-59,5,-59,1,2017,2017,,Potaro-Siparuni, Potaro- Siparuni ,5.0,,0.0,3274.0,,Riverine flood,0,Ireng,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0
5_-69,5,-69,1,1990,1990,,Vichada,Vichada,0.0,,0.0,1548.0,,,0,,0.0,"1 events (1 floods) from 1990 to 1990, total damages: 0.0 ('000 US$)",0.0
5_-74,5,-74,3,1994,2012,47209.0,Cundinamarca,"Bogota, Soacha region",5.666666666666667,15736.333333333334,64.0,136013.0,,Riverine flood,0,Fraile,6.0,"3 events (3 floods) from 1994 to 2012, total damages: 47209.0 ('000 US$)",0.023058137958728936
5_-75,5,-75,4,1970,2014,,Caldas," Caldas, Armero Guayabal, Caldas",25.333333333333332,,211.0,422289.0,,Riverine flood,0,Cauca,11.0,"4 events (4 floods) from 1970 to 2014, total damages: 0.0 ('000 US$)",0.053494071669868186
5_-76,5,-76,1,2013,2013,2326.0,Choco,Bagado,77.0,2326.0,7.0,51781.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 2326.0 ('000 US$)",8.363928954096063e-05
5_100,5,100,4,1998,2017,,Pulau Pinang,"Penang, Penang & Kedah, Teluk Ipil",6.75,,7.0,16000.0,,Flash flood,0,"Sungai Dondang, Sungai Pinang",4.75,"4 events (4 floods) from 1998 to 2017, total damages: 0.0 ('000 US$)",0.05011591706961648
5_101,5,101,1,2006,2006,,Perak,Kampung Manjoi,1.0,,0.0,500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
5_102,5,102,11,1986,2017,490413.0,Kelantan,"Kelantan, Kelantan Darul Naim",13.363636363636363,44583.0,158.0,1214387.0,,Riverine flood,2,"Kelantan, Sungai Kolok, Dungun, Kemaman, Golok, Kinabatangan",2.8181818181818183,"11 events (11 floods) from 1986 to 2017, total damages: 490413.0 ('000 US$)",0.11419946479301755
5_103,5,103,4,1967,2016,207949.0,Trengganu," Trengganu, Dungun, Terengganu province",5.0,51987.25,55.0,145400.0,,Flash flood,1,,12.25,"4 events (4 floods) from 1967 to 2016, total damages: 207949.0 ('000 US$)",0.034510437131236305
5_12,5,12,1,2017,2017,,Centre, Nden-Ofoungouo,25.0,,3.0,12890.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",4.967874412134861e-05
5_120,5,120,1,2000,2000,,Tawi-Tawi,Tawi-Tawi municipality,0.0,,0.0,5250.0,,Coastal flood,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
5_163,5,163,1,2008,2008,,Kosrae, Ponpei,0.0,,0.0,0.0,,Coastal flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.0
5_20,5,20,1,2017,2017,,Ouaka,Kouango city,8.0,,0.0,3500.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0
5_36,5,36,2,1997,2006,,Southern Nations; Nationalities And Peoples,"Arba Minch region, Souith Omo zone",16.0,,393.0,8022.0,,Riverine flood,0,Omo river delta,4.5,"2 events (2 floods) from 1997 to 2006, total damages: 0.0 ('000 US$)",0.023174582146563334
5_42,5,42,2,1997,2005,6938.0,Somali,Afder,17.0,3469.0,453.0,300418.0,,Flash flood,1,"Wade Shabelle, Hargeysa, Bilate River, Ashewa. Genale, Dawa, Fafen. Sile and Sego rivers.",4.0,"2 events (2 floods) from 1997 to 2005, total damages: 6938.0 ('000 US$)",0.016131106193369712
5_45,5,45,7,1995,2014,889.0,Hiiraan,"Beledweyne, Beletwein, Beletweyne, Ferfer, Mustahil",12.571428571428571,127.0,138.0,625575.0,,Riverine flood,0,"Juba, Lower Shabelle",2.7142857142857144,"7 events (7 floods) from 1995 to 2014, total damages: 889.0 ('000 US$)",0.06819257096172633
5_8,5,8,1,1994,1994,121568.0,Abia,Abia,4.0,121568.0,30.0,580000.0,,Riverine flood,1,Alo,0.0,"1 events (1 floods) from 1994 to 1994, total damages: 121568.0 ('000 US$)",0.00066436344936666
5_96,5,96,2,2011,2015,,Aceh,"Aceh Jaya District , Tangse",1.0,,21.0,26500.0,,Riverine flood,0,,2.0,"2 events (2 floods) from 2011 to 2015, total damages: 0.0 ('000 US$)",0.017014417875516108
5_97,5,97,1,1995,1995,88911.0,Aceh,North Aceh,5.0,88911.0,18.0,201472.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 88911.0 ('000 US$)",0.0004423826549487549
60_11,60,11,2,1995,2000,533463.0,Akershus,"Lillestroem, Oslo region",6.5,266731.5,1.0,4600.0,,Riverine flood,0,Glomma,2.5,"2 events (2 floods) from 1995 to 2000, total damages: 533463.0 ('000 US$)",0.01258421719895054
60_121,60,121,1,2006,2006,168019.0,Sakha,Olekminsk,8.0,168019.0,0.0,1300.0,,Riverine flood,0,"Upper Lena, Vitim",0.0,"1 events (1 floods) from 2006 to 2006, total damages: 168019.0 ('000 US$)",0.0004604816472380159
60_16,60,16,1,1985,1985,14611.0,Dalarna,Avesta,0.0,14611.0,11.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1985 to 1985, total damages: 14611.0 ('000 US$)",0.0001614680878324425
60_30,60,30,1,2013,2013,,City Of St. Petersburg,Novomikhailovsky,12.0,,4.0,1500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",6.623832549513148e-05
60_32,60,32,2,1984,2005,,Leningrad,"Leningrad, Leningrad region",0.0,,0.0,3685.0,,Riverine flood,0,Tikhvinkha river,10.5,"2 events (2 floods) from 1984 to 2005, total damages: 0.0 ('000 US$)",0.016666666666666666
60_60,60,60,1,1993,1993,63776.0,Sverdlovsk,Krasnotyurinsk,4.0,63776.0,125.0,6953.0,,Riverine flood,0,Kavka River,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 63776.0 ('000 US$)",0.0015547444490969706
